airline	from	to	codeshare	stops	equipment
DL	MCI	SEA	*	0	E75
DL	MCI	SLC		0	717
DL	MCI	SLC	*	0	E75
DL	MCO	MSP		0	73J 752 753
DL	MCO	RDU		0	717
DL	MCO	SEA		0	752
DL	MCO	SLC		0	73J
DL	MIA	HAV		0	320
DL	MIA	MSP		0	319
DL	MNL	NRT		0	763
DL	MSP	ABR	*	0	CR2
DL	MSP	ANC		0	752
DL	MSP	ATW	*	0	CR2
DL	MSP	AUS		0	319
DL	MSP	AZO	*	0	CR2
DL	MSP	BDL		0	M90 319
DL	MSP	BDL	*	0	CR9
DL	MSP	BIL		0	M90
DL	MSP	BIL	*	0	CR9
DL	MSP	BIS		0	717
DL	MSP	BIS	*	0	CR2 CR9
DL	MSP	BJI	*	0	CR2
DL	MSP	BMI	*	0	CR2
DL	MSP	BNA		0	717
DL	MSP	BNA	*	0	CR9
DL	MSP	BOI		0	M90
DL	MSP	BRD	*	0	CR2
DL	MSP	BUF		0	319
DL	MSP	BWI		0	M90 73J
DL	MSP	BZN		0	320 321
DL	MSP	CID	*	0	CR2
DL	MSP	CIU	*	0	CR2
DL	MSP	CMH		0	M90 319 73J
DL	MSP	CMH	*	0	CR7 CR9
DL	MSP	CUN		0	73J
DL	MSP	CWA	*	0	CR2
DL	MSP	DAY	*	0	CR2
DL	MSP	DCA		0	319 320 321
DL	MSP	DLH	*	0	CR2 CR9
DL	MSP	DSM	*	0	CR9
DL	MSP	FAR		0	319 738
DL	MSP	FAR	*	0	CR2 CR7 CR9
DL	MSP	FCA		0	320
DL	MSP	FLL		0	73J
DL	MSP	FNT	*	0	CR2
DL	MSP	FSD		0	319
DL	MSP	FSD	*	0	CR2
DL	MSP	FWA	*	0	CR2
DL	MSP	GEG		0	M90 73J
DL	MSP	GFK	*	0	CR2 CR9
DL	MSP	GRB		0	717
DL	MSP	GRB	*	0	CR7 CR9
DL	MSP	GRR		0	319 321
DL	MSP	GRR	*	0	CR9
DL	MSP	GTF		0	738
DL	MSP	HIB	*	0	CR2
DL	MSP	HLN	*	0	CR9
DL	MSP	HND		0	772
DL	MSP	ICT	*	0	CR2
DL	MSP	IMT	*	0	CR2
DL	MSP	INL	*	0	CR2
DL	MSP	ISN	*	0	CR2
DL	MSP	JAX		0	M90
DL	MSP	LAN	*	0	CR2
DL	MSP	LEX	*	0	CR7
DL	MSP	LHR		0	763
DL	MSP	LNK	*	0	CR2
DL	MSP	LSE	*	0	CR2
DL	MSP	MBS	*	0	CR2
DL	MSP	MCI		0	M90 320 717 738 73J
DL	MSP	MDW	*	0	CR7
DL	MSP	MEM		0	717
DL	MSP	MEM	*	0	CR9
DL	MSP	MKE		0	M90 717 73J
DL	MSP	MKE	*	0	CR9
DL	MSP	MLI	*	0	CR2
DL	MSP	MOT	*	0	CR2 CR9
DL	MSP	MQT	*	0	CR2
DL	MSP	MSN		0	M90 717
DL	MSP	MSN	*	0	CR9
DL	MSP	MSO		0	320
DL	MSP	MSY		0	738
DL	MSP	OKC	*	0	CR7 CR9
DL	MSP	OMA		0	717
DL	MSP	OMA	*	0	CR7 CR9
DL	MSP	ORD		0	M90 717
DL	MSP	ORD	*	0	CR7
DL	MSP	ORF	*	0	CR9
DL	MSP	PDX		0	321 73J
DL	MSP	PHL		0	M90 717
DL	MSP	PHX		0	M90 320 738 73J
DL	MSP	PIA	*	0	CR2
DL	MSP	PIT		0	320
DL	MSP	PIT	*	0	CR9
DL	MSP	PSC	*	0	CR9
DL	MSP	RAP	*	0	CR2
DL	MSP	RDU		0	M90 717
DL	MSP	RHI	*	0	CR2
DL	MSP	RIC	*	0	CR7 CR9
DL	MSP	ROC		0	M90
DL	MSP	RST	*	0	CR2 CR7
DL	MSP	RSW		0	752
DL	MSP	SAN		0	321 73J
DL	MSP	SAT	*	0	CR7 CR9
DL	MSP	SBN	*	0	CR2
DL	MSP	SDF	*	0	CR7 CR9
DL	MSP	SEA		0	73J 752 753
DL	MSP	SFO		0	73J 752 753
DL	MSP	SJC		0	319
DL	MSP	SLC		0	M90 321 738 73J
DL	MSP	SMF		0	320
DL	MSP	SNA		0	319
DL	MSP	STL		0	M90 717
DL	MSP	STL	*	0	CR9
DL	MSP	SYR		0	319
DL	MSP	TPA		0	73J
DL	MSP	TUL	*	0	CR7
DL	MSP	TYS	*	0	CR9
DL	MSP	XNA	*	0	CR9
DL	MSP	YEG	*	0	CR7
DL	MSP	YUL	*	0	CR9
DL	MSP	YVR		0	73J 752
DL	MSP	YWG		0	319
DL	MSP	YWG	*	0	CR7 CR9
DL	MSP	YXE	*	0	CR7 CR9
DL	MSP	YYZ	*	0	CR9
DL	NRT	PDX		0	763
DL	NRT	SEA		0	763
DL	RDU	AUS	*	0	CR9
DL	RDU	BDL	*	0	CR9
DL	RDU	BNA	*	0	CR9
DL	RDU	BWI	*	0	CR2
DL	RDU	CMH	*	0	CR7 E70
DL	RDU	DCA	*	0	CR7
DL	RDU	FLL	*	0	CR7
DL	RDU	PHL	*	0	CR2
DL	RDU	SEA		0	738
DL	RDU	SLC		0	321
DL	RDU	TPA	*	0	CR9
DL	SEA	ANC		0	738 73J
DL	SEA	AUS		0	738
DL	SEA	BNA		0	738
DL	SEA	BOI	*	0	E75
DL	SEA	EUG	*	0	E75
DL	SEA	GEG		0	717
DL	SEA	GEG	*	0	E75
DL	SEA	ICN		0	763
DL	SEA	KOA		0	752
DL	SEA	LIH		0	752
DL	SEA	MCI	*	0	E75
DL	SEA	MFR	*	0	E75
DL	SEA	OGG		0	752
DL	SEA	PDX		0	717
DL	SEA	PDX	*	0	E75
DL	SEA	PEK		0	763
DL	SEA	PHX		0	717
DL	SEA	PHX	*	0	E75
DL	SEA	PSC	*	0	E75
DL	SEA	PVG		0	763
DL	SEA	RDM	*	0	E75
DL	SEA	SAN		0	717
DL	SEA	SAN	*	0	E75
DL	SEA	SFO		0	717 738
DL	SEA	SLC		0	738 73J
DL	SEA	SLC	*	0	E75
DL	SEA	SIT	*	0	E75
DL	SEA	SJC	*	0	E75
DL	SEA	SMF	*	0	E75
DL	SEA	SNA	*	0	E75
DL	SEA	YEG	*	0	E75
DL	SEA	YVR	*	0	E75
DL	SEA	YYC	*	0	E75
DL	SEA	YYJ	*	0	E75
DL	SLC	ABQ		0	738
DL	SLC	ABQ	*	0	E75
DL	SLC	AUS		0	319
DL	SLC	BIL		0	320 717
DL	SLC	BIL	*	0	E75
DL	SLC	BNA		0	738
DL	SLC	BOI		0	319 321
DL	SLC	BOI	*	0	E75
DL	SLC	BTM	*	0	CR2
DL	SLC	BUR	*	0	E75
DL	SLC	BWI		0	738
DL	SLC	BZN		0	73J
DL	SLC	BZN	*	0	CR7 CR9
DL	SLC	CDC	*	0	CR2
DL	SLC	CLT		0	738
DL	SLC	COD	*	0	CR2
DL	SLC	COS	*	0	CR2
DL	SLC	CPR	*	0	CR2
DL	SLC	CUN		0	738
DL	SLC	DSM	*	0	E75
DL	SLC	EKO	*	0	CR2
DL	SLC	EUG	*	0	E75
DL	SLC	FAT	*	0	CR2 CR7
DL	SLC	FCA	*	0	CR7 E75
DL	SLC	FLL		0	321
DL	SLC	GEG		0	M90 319 320
DL	SLC	GJT	*	0	CR2
DL	SLC	GTF	*	0	CR2
DL	SLC	HLN	*	0	CR2 E75
DL	SLC	IDA	*	0	CR2 E75
DL	SLC	JAC		0	319
DL	SLC	LGB	*	0	CR9 E75
DL	SLC	LHR		0	763
DL	SLC	LWS	*	0	CR2
DL	SLC	MCO		0	73J
DL	SLC	MCI		0	717
DL	SLC	MCI	*	0	E75
DL	SLC	MEX		0	319
DL	SLC	MFR	*	0	E75
DL	SLC	MSN	*	0	CR9
DL	SLC	MSO		0	738
DL	SLC	MSO	*	0	CR2 CR7 CR9
DL	SLC	MSY		0	738
DL	SLC	OAK		0	M90 738
DL	SLC	OKC	*	0	CR7 CR9
DL	SLC	OMA	*	0	E75
DL	SLC	ONT		0	738
DL	SLC	ONT	*	0	CR9 E75
DL	SLC	ORD		0	319 738
DL	SLC	ORD	*	0	CR9
DL	SLC	PDX		0	320 321
DL	SLC	PHL		0	73J
DL	SLC	PHX		0	321 738
DL	SLC	PHX	*	0	E75
DL	SLC	PIH	*	0	CR2
DL	SLC	PIT		0	319
DL	SLC	PSC	*	0	CR7 E75
DL	SLC	PSP	*	0	CR2 CR7
DL	SLC	PVR		0	319 320
DL	SLC	RAP	*	0	CR2
DL	SLC	RDM	*	0	E75
DL	SLC	RDU		0	321
DL	SLC	RNO		0	319
DL	SLC	RNO	*	0	CR9 E75
DL	SLC	SAN		0	320 321
DL	SLC	SAT		0	717
DL	SLC	SAT	*	0	CR9 E75
DL	SLC	SBA	*	0	E75
DL	SLC	SFO		0	319 320 738 73J
DL	SLC	SGU	*	0	CR2
DL	SLC	SJC		0	717 738
DL	SLC	SJC	*	0	E75
DL	SLC	SJD		0	319 738
DL	SLC	SMF		0	738 73J
DL	SLC	SMF	*	0	CR9 E75
DL	SLC	SNA		0	717
DL	SLC	STL	*	0	CR9 E75
DL	SLC	SUN	*	0	E75
DL	SLC	TUS		0	738
DL	SLC	TUL	*	0	CR7 CR9
DL	SLC	TUS	*	0	CR7 E75
DL	SLC	TWF	*	0	CR2
DL	SLC	WYS	*	0	CR2
DL	SLC	YVR	*	0	E75
DL	SLC	YYC	*	0	E75
DL	SLC	YYC		0	738
DN	AEP	BRC		0	73H
DN	AEP	COR		0	73H
DN	AEP	IGR		0	73H
DN	AEP	MDZ		0	73H
DN	AEP	NQN		0	73H
DN	AEP	SLA		0	73H
DP	LED	AER		0	738
DP	LED	CSY		0	738
DP	LED	KGD		0	738
DP	LED	KVX		0	738
DP	LED	MCX		0	738
DP	LED	MRV		0	738
DP	LED	NBC		0	738
DP	LED	OGZ		0	738
DP	LED	ROV		0	738
DP	LED	SVX		0	738
DP	LED	TBS		0	738
DP	LED	VOG		0	738
DP	MCX	KRR		0	738
DP	MCX	SGC		0	738
DP	MRV	KZN		0	738
DP	MRV	LED		0	738
DP	MRV	PEE		0	738
DP	MRV	SVX		0	738
DP	MRV	VKO		0	738
DP	ROV	TBS		0	738
DP	SVX	AER		0	738
DP	SVX	KRR		0	738
DP	SVX	MRV		0	738
DP	SVX	OVB		0	738
DP	SVX	ROV		0	738
DP	SVX	TBS		0	738
DP	TBS	KZN		0	738
DP	TBS	PEE		0	738
DP	TBS	ROV		0	738
DP	VKO	AER		0	738
DP	VKO	ASF		0	738
DP	VKO	AYT		0	738
DP	VKO	BGY		0	738
DP	VKO	BTS		0	738
DP	VKO	CEK		0	738
DP	VKO	CGN		0	738
DP	VKO	CSY		0	738
DP	VKO	EIN		0	738
DP	VKO	FKB		0	738
DP	VKO	FMM		0	738
DP	VKO	GRO		0	738
DP	VKO	GSV		0	738
DP	VKO	IGT		0	738
DP	VKO	IKT		0	738
DP	VKO	IST		0	738
DP	VKO	KEJ		0	738
DP	VKO	KGD		0	738
DP	VKO	KJA		0	738
DP	VKO	KLV		0	738
DP	VKO	KRR		0	738
DP	VKO	KUF		0	738
DP	VKO	KVX		0	738
DP	VKO	KZN		0	738
DP	VKO	LCA		0	738
DP	VKO	LED		0	738
DP	VKO	LEJ		0	738
DP	VKO	LWN		0	738
DP	VKO	MCX		0	738
DP	VKO	MRV		0	738
DP	VKO	NBC		0	738
DP	VKO	OGZ		0	738
DP	VKO	OST		0	738
DP	VKO	OVB		0	738
DP	VKO	PEE		0	738
DP	VKO	PES		0	738
DP	VKO	PMO		0	738
DP	VKO	PSA		0	738
DP	VKO	ROV		0	738
DP	VKO	SAW		0	738
DP	VKO	SVX		0	738
DP	VKO	TIV		0	738
DP	VKO	TOF		0	738
DP	VKO	TSF		0	738
DP	VKO	TXL		0	738
DP	VKO	UUD		0	738
DP	VKO	VOG		0	738
DR	CTU	BPE		0	73H
DR	CTU	IQN		0	73H
DR	DLC	TNA		0	73H
DR	FOC	BHY		0	73H
DR	FOC	SHE		0	73G
DR	HET	LHW		0	73H
DR	HET	SHE		0	73H
DR	HET	TAO		0	73H
DR	HET	TYN		0	73H
DR	HRB	BPE		0	73H
DR	HRB	IQN		0	73H
DR	KMG	BHY		0	73G 738
DR	KMG	CIH		0	73G
DR	KMG	CTU		0	73H
DR	KMG	ENH		0	73G
DR	KMG	HET		0	73H
DR	KMG	JHG		0	73G
DR	KMG	KOS		0	73H
DR	KMG	LHW		0	73H
DR	KMG	LJG		0	73G
DR	KMG	LUM		0	73G
DR	KMG	LYG		0	73H
DR	KMG	TYN		0	73H
DR	KMG	XFN		0	73H
DR	KMG	XIY		0	73H
DR	KMG	UYN		0	73H
DR	LHW	NNG		0	73H
DR	LHW	WUH		0	73H
DR	LUM	CKG		0	73G
DR	LUM	LJG		0	73G
DR	LUM	MDL		0	73G
DR	LUM	RGN		0	73G
DR	LUM	WUH		0	73G
DR	JHG	CEI		0	73G
DR	JHG	CNX		0	73G
DR	JHG	LJG		0	73G
DR	SHE	LYG		0	73H
DR	SHE	NNG		0	73H
DR	SHE	TYN		0	73H
DR	SHE	WNZ		0	73H
DR	SHE	WUH		0	73H
DR	SHE	XFN		0	73H
DR	SHE	UYN		0	73H
DR	TSN	CIH		0	73G
DR	TSN	ENH		0	73G
DR	TSN	XFN		0	73H
DR	XFN	BHY		0	73H
DR	XIY	TNA		0	73H
DT	CBT	VPE		0	73G
DT	GIG	GRU		0	772 77W
DT	HRE	LUN		0	73G
DT	LAD	BZV		0	73G
DT	LAD	CAB		0	73G
DT	LAD	CBT		0	73G
DT	LAD	CPT		0	772 77W
DT	LAD	DUE		0	73G
DT	LAD	FIH		0	73G
DT	LAD	GRU		0	772 77W
DT	LAD	HAV		0	772
DT	LAD	HRE		0	73G
DT	LAD	JNB		0	73G 772 77W
DT	LAD	LIS		0	77W
DT	LAD	LUN		0	73G
DT	LAD	LUO		0	73G
DT	LAD	MPM		0	73G 772
DT	LAD	MSZ		0	73G
DT	LAD	NOV		0	73G
DT	LAD	OPO		0	77W
DT	LAD	SDD		0	73G
DT	LAD	SPP		0	73G
DT	LAD	SVP		0	73G
DT	LAD	SZA		0	73G
DT	LAD	TMS		0	73G
DT	LAD	VHC		0	73G
DT	LAD	VPE		0	73G
DT	LAD	WDH		0	73G
DT	SDD	WDH		0	73G
DV	ALA	CIT		0	733 735
DV	ALA	KGF		0	CR2
DV	ALA	KOV		0	CR2
DV	ALA	PLX		0	CR2
DV	ALA	PPK		0	735
DV	ALA	TSE		0	733 735
DV	ALA	UKK		0	733 735
DV	ALA	USJ		0	CR2
DV	CIT	IST		0	733
DV	CIT	PPK		0	CR2
DV	CIT	VKO		0	733
DV	KGF	KZO		0	CR2
DV	KGF	UKK		0	CR2
DV	SCO	AKX		0	735
DV	SCO	ALA		0	733
DV	SCO	ASF		0	CR2
DV	SCO	CIT		0	733
DV	SCO	GUW		0	CR2
DV	SCO	GYD		0	735
DV	SCO	IST		0	733
DV	SCO	KOV		0	CR2
DV	SCO	KRR		0	735
DV	SCO	MCX		0	CR2
DV	SCO	MRV		0	735
DV	SCO	TBS		0	CR2
DV	SCO	TSE		0	735
DV	SCO	URA		0	CR2
DV	SCO	VKO		0	735
DV	TSE	AKX		0	733
DV	TSE	CIT		0	733 735
DV	TSE	DMB		0	CR2
DV	TSE	DYU		0	CR2
DV	TSE	EVN		0	735
DV	TSE	GUW		0	735
DV	TSE	KRR		0	735
DV	TSE	MRV		0	735
DV	TSE	NRT		0	752
DV	TSE	PLX		0	CR2
DV	TSE	PPK		0	CR2
DV	TSE	PRG		0	733
DV	TSE	PWQ		0	CR2
DV	TSE	TDK		0	CR2
DV	TSE	VNO		0	735
DV	TSE	UKK		0	CR2
DV	TSE	ULN		0	735
DV	TSE	USJ		0	CR2
DW	AAL	DUB		0	E95
DW	AAL	EDI		0	E95
DW	AAL	NCE		0	E95
DX	CPH	KRP		0	AT5 AT7
DX	CPH	RNN		0	AT5 AT7
DX	CTA	LMP		0	AT7
DX	EBJ	ABZ		0	AT5
DX	EBJ	SVG		0	AT5
DX	OSL	SRP		0	AT5
DX	PMO	LMP		0	AT7
DX	PMO	PNL		0	AT7
DX	SVG	EBJ		0	AT5
DX	TPS	PNL		0	AT7
DY	AGP	AAL		0	73H
DY	AGP	BLL		0	73H
DY	AGP	DUS		0	73H
DY	AGP	HAM		0	73H
DY	AGP	LPA		0	73H
DY	AGP	MUC		0	73H
DY	AGP	TFS		0	73H
DY	AGP	WAW		0	73H
DY	ALC	BLL		0	73H
DY	ALC	DUS		0	73H
DY	ALC	KEF		0	73H
DY	ALC	MUC		0	73H
DY	ALC	TFN		0	73H
DY	AMS	JFK		0	789
DY	ARN	AGP		0	73H
DY	ARN	ALC		0	73H
DY	ARN	AMS		0	73H
DY	ARN	BCN		0	73H
DY	ARN	BGO		0	73H
DY	ARN	BKK		0	788
DY	ARN	BUD		0	73H
DY	ARN	CDG		0	73H
DY	ARN	CPH		0	73H
DY	ARN	DUB		0	73H
DY	ARN	EDI		0	73H
DY	ARN	FAO		0	73H
DY	ARN	FCO		0	73H
DY	ARN	FLL		0	788
DY	ARN	GOT		0	73H
DY	ARN	HEL		0	73H
DY	ARN	JFK		0	788
DY	ARN	KRK		0	73H
DY	ARN	KRN		0	73H
DY	ARN	LCA		0	73H
DY	ARN	LAX		0	788
DY	ARN	LIS		0	73H
DY	ARN	LLA		0	73H
DY	ARN	LPA		0	73H
DY	ARN	MAD		0	73H
DY	ARN	MAN		0	73H
DY	ARN	MMX		0	73H
DY	ARN	MUC		0	73H
DY	ARN	NCE		0	73H
DY	ARN	OAK		0	788
DY	ARN	OSL		0	73H
DY	ARN	PRG		0	73H
DY	ARN	RIX		0	73H
DY	ARN	SXF		0	73H
DY	ARN	TFS		0	73H
DY	ARN	TLL		0	73H
DY	ARN	TLV		0	73H
DY	ARN	UME		0	73H
DY	ARN	VNO		0	73H
DY	BCN	EWR		0	789
DY	BCN	KEF		0	73H
DY	BCN	LAX		0	789
DY	BCN	LPA		0	73H
DY	BCN	OAK		0	789
DY	BCN	TFN		0	73H
DY	BCN	TLV		0	73H
DY	BGO	AGP		0	73H
DY	BGO	ALC		0	73H
DY	BGO	BCN		0	73H
DY	BGO	FCO		0	73H
DY	BGO	GDN		0	73H
DY	BGO	KEF		0	73H
DY	BGO	KRK		0	73H
DY	BGO	LPA		0	73H
DY	BGO	PLQ		0	73H
DY	BGO	SVG		0	73H
DY	BGO	SXF		0	73H
DY	BGO	TRD		0	73H
DY	CDG	BOS		0	789
DY	CDG	DEN		0	789
DY	CDG	FLL		0	789
DY	CDG	JFK		0	789
DY	CDG	LAX		0	789
DY	CDG	MCO		0	789
DY	CDG	SFO		0	789
DY	CPH	AAL		0	73H
DY	CPH	AGP		0	73H
DY	CPH	ALC		0	73H
DY	CPH	AMM		0	73H
DY	CPH	AMS		0	73H
DY	CPH	BCN		0	73H
DY	CPH	BGO		0	73H
DY	CPH	BKK		0	788
DY	CPH	BUD		0	73H
DY	CPH	DUB		0	73H
DY	CPH	EDI		0	73H
DY	CPH	FAO		0	73H
DY	CPH	FCO		0	73H
DY	CPH	FLL		0	788
DY	CPH	HEL		0	73H
DY	CPH	JFK		0	788
DY	CPH	KRK		0	73H
DY	CPH	LCA		0	73H
DY	CPH	LAX		0	788
DY	CPH	LIS		0	73H
DY	CPH	LPA		0	73H
DY	CPH	MAD		0	73H
DY	CPH	NCE		0	73H
DY	CPH	ORY		0	73H
DY	CPH	PMI		0	73H
DY	CPH	PRG		0	73H
DY	CPH	RAK		0	73H
DY	CPH	RIX		0	73H
DY	CPH	SXF		0	73H
DY	CPH	TFS		0	73H
DY	CPH	TLV		0	73H
DY	FCO	EWR		0	789
DY	FCO	LAX		0	788
DY	GOT	AGP		0	73H
DY	GOT	ALC		0	73H
DY	GOT	PMI		0	73H
DY	HEL	AGP		0	73H
DY	HEL	ALC		0	73H
DY	HEL	BCN		0	73H
DY	HEL	BUD		0	73H
DY	HEL	FCO		0	73H
DY	HEL	GDN		0	73H
DY	HEL	KRK		0	73H
DY	HEL	NCE		0	73H
DY	HEL	ORY		0	73H
DY	HEL	OUL		0	73H
DY	HEL	PMI		0	73H
DY	HEL	RVN		0	73H
DY	HEL	TLV		0	73H
DY	HEL	VAA		0	73H
DY	LGW	AGP		0	73H
DY	LGW	ALC		0	73H
DY	LGW	ARN		0	73H
DY	LGW	BCN		0	73H
DY	LGW	BGO		0	73H
DY	LGW	BOS		0	789
DY	LGW	DEN		0	789
DY	LGW	EZE		0	789
DY	LGW	FAO		0	73H
DY	LGW	GIG		0	789
DY	LGW	GOT		0	73H
DY	LGW	HEL		0	73H
DY	LGW	JFK		0	789
DY	LGW	LAX		0	789
DY	LGW	LPA		0	73H
DY	LGW	MAD		0	73H
DY	LGW	MCO		0	789
DY	LGW	MIA		0	789
DY	LGW	ORD		0	789
DY	LGW	OSL		0	73H
DY	LGW	PMI		0	73H
DY	LGW	SEA		0	789
DY	LGW	SFO		0	789
DY	LGW	SVG		0	73H
DY	LGW	TFS		0	73H
DY	LGW	TPA		0	789
DY	LGW	TRD		0	73H
DY	LPA	HAM		0	73H
DY	LPA	KEF		0	73H
DY	LPA	MUC		0	73H
DY	MAD	JFK		0	789
DY	MAD	KEF		0	73H
DY	MAD	LAX		0	789
DY	MAD	LPA		0	73H
DY	MAD	PMI		0	73H
DY	MAD	TFN		0	73H
DY	OSL	AES		0	73H
DY	OSL	AGP		0	73H
DY	OSL	ALC		0	73H
DY	OSL	ALF		0	73H
DY	OSL	AMS		0	73H
DY	OSL	BCN		0	73H
DY	OSL	BDU		0	73H
DY	OSL	BEG		0	73H
DY	OSL	BGO		0	73H
DY	OSL	BKK		0	788
DY	OSL	BLL		0	73H
DY	OSL	BOO		0	73H
DY	OSL	BUD		0	73H
DY	OSL	CDG		0	73H
DY	OSL	CPH		0	73H
DY	OSL	DUB		0	73H
DY	OSL	EDI		0	73H
DY	OSL	EVE		0	73H
DY	OSL	FAO		0	73H
DY	OSL	FCO		0	73H
DY	OSL	FNC		0	73H
DY	OSL	FLL		0	788
DY	OSL	GDN		0	73H
DY	OSL	GVA		0	73H
DY	OSL	HAM		0	73H
DY	OSL	HAU		0	73H
DY	OSL	JFK		0	788
DY	OSL	KEF		0	73H
DY	OSL	KKN		0	73H
DY	OSL	KRK		0	73H
DY	OSL	KRS		0	73H
DY	OSL	LAX		0	788
DY	OSL	LCA		0	73H
DY	OSL	LPA		0	73H
DY	OSL	LYR		0	73H
DY	OSL	MAN		0	73H
DY	OSL	MCO		0	788
DY	OSL	MOL		0	73H
DY	OSL	MUC		0	73H
DY	OSL	MXP		0	73H
DY	OSL	NCE		0	73H
DY	OSL	PLQ		0	73H
DY	OSL	PMI		0	73H
DY	OSL	PRG		0	73H
DY	OSL	PRN		0	73H
DY	OSL	RAK		0	73H
DY	OSL	RIX		0	73H
DY	OSL	SXF		0	73H
DY	OSL	SVG		0	73H
DY	OSL	TFS		0	73H
DY	OSL	TLL		0	73H
DY	OSL	TLV		0	73H
DY	OSL	TOS		0	73H
DY	OSL	TRD		0	73H
DY	OSL	VIE		0	73H
DY	OSL	VNO		0	73H
DY	OSL	WAW		0	73H
DY	PVD	DUB		0	73H
DY	SVG	AGP		0	73H
DY	SVG	ALC		0	73H
DY	SVG	BCN		0	73H
DY	SVG	KRK		0	73H
DY	SWF	DUB		0	789
DY	TFN	BIO		0	73H
DY	TFS	DUS		0	73H
DY	TFS	HAM		0	73H
DY	TFS	KEF		0	73H
DY	TFS	MUC		0	73H
DY	TRD	AGP		0	73H
DY	TRD	ALC		0	73H
DY	TRD	BCN		0	73H
DY	TRD	KRK		0	73H
DY	TRD	RIX		0	73H
DY	TRF	AGP		0	73H
DY	TRF	ALC		0	73H
DY	TRF	LPA		0	73H
DZ	ACX	XIY		0	73H
DZ	CGO	BAV		0	73H
DZ	CGO	CKG		0	73H
DZ	CGO	DLC		0	73H
DZ	CGO	JJN		0	73H
DZ	CGO	KWL		0	73H
DZ	CGO	LHW		0	73H
DZ	CGO	NNG		0	73H
DZ	CGO	NTG		0	73H
DZ	DLC	LYG		0	73H
DZ	DLC	YIW		0	73H
DZ	HAK	CSX		0	73H
DZ	HAK	NNG		0	73H
DZ	HRB	HDG		0	73H
DZ	HRB	WNZ		0	73H
DZ	INC	WDS		0	73H
DZ	JJN	PVG		0	73H
DZ	LHW	CKG		0	73H
DZ	LHW	IQN		0	73H
DZ	LHW	YIH		0	73H
DZ	NTG	CJU		0	73H
DZ	NTG	CSX		0	73H
DZ	NTG	CTU		0	73H
DZ	NTG	JJN		0	73H
DZ	NTG	KHN		0	73H
DZ	NTG	KWE		0	73H
DZ	NTG	KWL		0	73H
DZ	NTG	XIY		0	73H
DZ	SZX	ACX		0	73H
DZ	SZX	CGO		0	73H
DZ	SZX	CKG		0	73H
DZ	SZX	DOY		0	73H
DZ	SZX	DRW		0	73H
DZ	SZX	HAK		0	73H
DZ	SZX	HDG		0	73H
DZ	SZX	HGH		0	73H
DZ	SZX	HJJ		0	73H
DZ	SZX	HPH		0	73H
DZ	SZX	IQN		0	73H
DZ	SZX	JNG		0	73H
DZ	SZX	KHN		0	73H
DZ	SZX	KMG		0	73H
DZ	SZX	LYG		0	73H
DZ	SZX	MDL		0	73H
DZ	SZX	NKG		0	73H
DZ	SZX	NTG		0	73H
DZ	SZX	NYT		0	73H
DZ	SZX	VDO		0	73H
DZ	SZX	WDS		0	73H
DZ	SZX	WNZ		0	73H
DZ	SZX	WUX		0	73H
DZ	SZX	YIH		0	73H
DZ	SZX	YIW		0	73H
DZ	TSN	DOY		0	73H
DZ	TSN	HJJ		0	73H
DZ	YIH	PEK		0	73H
DZ	ZUH	CGO		0	73H
DZ	ZUH	HAK		0	73H
DZ	ZUH	HGH		0	73H
DZ	ZUH	JJN		0	73H
DZ	ZUH	KHN		0	73H
DZ	ZUH	KMG		0	73H
DZ	ZUH	WUH		0	73H
DZ	ZUH	WXN		0	73H
DZ	ZUH	YIH		0	73H
E3	DMK	KWL		0	738
E5	HBE	AMM		0	320
E5	HBE	BGY		0	320
E5	HBE	DMM		0	320
E5	HBE	JED		0	320
E5	HBE	KWI		0	320
E5	HBE	RUH		0	320
E5	JED	ATZ		0	320
E5	JED	HMB		0	320
E5	JED	LXR		0	320
E5	KWI	ATZ		0	320
E5	KWI	HMB		0	320
E5	KWI	LXR		0	320
E7	PNR	POG		0	ER3
E9	MAD	CUN		0	333
E9	MAD	HAV		0	333
E9	MAD	PUJ		0	333
EB	MAD	CUN		0	744
EB	MAD	PUJ		0	332
EG	HRK	FCO		0	320
EG	HRK	MXP		0	320
EG	IEV	BGY		0	319
EG	IEV	BLQ		0	733
EG	IEV	FCO		0	320
EG	IEV	GOA		0	320
EG	IEV	MXP		0	320
EG	IEV	NAP		0	319
EG	LWO	BGY		0	319 320
EG	LWO	FCO		0	319
EG	LWO	MXP		0	320
EG	LWO	NAP		0	319
EG	LWO	VCE		0	733
EG	TIA	BGY		0	319 320 733
EG	TIA	BLQ		0	319 320 733
EG	TIA	MXP		0	320
EG	TIA	PSA		0	320
EG	TIA	VCE		0	733
EG	TIA	VRN		0	320 733
EI	BHD	LHR		0	320
EI	DUB	ABZ	*	0	AT7
EI	DUB	ACE		0	320 321
EI	DUB	AGP		0	320
EI	DUB	ALC		0	320
EI	DUB	AMS		0	320
EI	DUB	BCN		0	320
EI	DUB	BDL		0	752
EI	DUB	BHX		0	320
EI	DUB	BHX	*	0	AT7
EI	DUB	BIO		0	320
EI	DUB	BOD		0	320
EI	DUB	BOS		0	333
EI	DUB	BRS	*	0	AT7
EI	DUB	BRU		0	320
EI	DUB	BUD		0	320
EI	DUB	CDG		0	320
EI	DUB	CFN	*	0	AT5
EI	DUB	CWL	*	0	AT5
EI	DUB	DUS		0	320
